         26059995 function calls (26045129 primitive calls) in 52.058 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    1.807    0.301 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\subprocess.py:1250(_wait)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\urllib\parse.py:420(urlsplit)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\nanops.py:84(_f)
        6    0.000    0.000    0.089    0.015 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:3491(lstm)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\utils.py:246(_screen_shape_windows)
      192    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\range.py:806(__len__)
        9    0.000    0.000    0.016    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:244(read)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\nested.py:116(EmptyTag)
      143    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\abc.py:137(__instancecheck__)
       87    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_parse.py:408(_uniq)
      162    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:2459(is_label_like)
       65    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:709(__setattr__)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\util\version\__init__.py:519(_cmpkey)
        1    0.000    0.000    0.175    0.175 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\worksheet.py:3(<module>)
      150    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\cell_style.py:52(__new__)
      225    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
      274    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:146(<lambda>)
       32    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\cast.py:464(maybe_promote)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset10.py:251(slice)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_pass_filter_non_tensor_arguments}
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\protection.py:55(__init__)
  257/255    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\copy.py:274(<genexpr>)
       19    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1383(add_subgraph)
       30    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\module.py:329(register_parameter)
       25    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       55    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:97(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_pass_fuse_addmm}
       27    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\common.py:171(stringify_path)
        9    0.000    0.000    0.009    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\series.py:451(_init_dict)
       31    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\networkx\classes\multidigraph.py:398(add_edge)
       76    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.137    0.137 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\jit\_trace.py:104(wrapper)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\base_parser.py:373(_maybe_dedup_names)
      221    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\common.py:155(cast_scalar_indexer)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\protection.py:75(__init__)
       53    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:422(is_period_dtype)
       20    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\enum.py:71(__setitem__)
       53    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_parse.py:343(_escape)
       30    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\module.py:1608(_named_members)
       17    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:477(<listcomp>)
        3    0.000    0.000    0.020    0.007 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\subprocess.py:681(__init__)
      176    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\common.py:346(apply_if_callable)
      274    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:144(classes)
      108    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\nested.py:42(to_tree)
       82    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       33    0.000    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_compile.py:598(_code)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\sequence.py:88(MultiSequence)
       45    0.000    0.000    0.018    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\jit\_trace.py:114(<genexpr>)
    20/14    0.000    0.000    0.098    0.007 {built-in method builtins.__import__}
       92    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:348(iget)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\properties.py:64(__init__)
      103    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\module.py:1719(children)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\_reader.py:3(<module>)
       63    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\manifest.py:157(findall)
       33    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       33    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_parse.py:224(__init__)
       33    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\generic.py:5544(_protect_consolidate)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\properties.py:40(__init__)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\workbook.py:130(__init__)
      389    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:1619(_block)
      164    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:400(_get_tensor_sizes)
      2/1    0.000    0.000    0.216    0.216 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\mimetypes.py:66(__init__)
        1    0.000    0.000    0.015    0.015 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:1500(get_component_dict_no_cycles)
        1    0.000    0.000    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\linecache.py:82(updatecache)
       86    0.000    0.000    0.000    0.000 {method 'find' of 'xml.etree.ElementTree.Element' objects}
       23    0.000    0.000    0.010    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\init.py:12(_no_grad_uniform_)
        7    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:1913(_multi_blockify)
        6    0.000    0.000    0.036    0.006 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\rnn.py:687(check_forward_args)
        1    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\building_space\building_space_model.py:328(init_numpy_hidden_state)
       66    0.000    0.000    0.002    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.515    0.515 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\workbook.py:3(<module>)
       22    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\physical_object.py:3(__init__)
        9    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\header_footer.py:231(__init__)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_compile.py:413(<listcomp>)
      240    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:751(get_destination)
       77    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\numbers.py:160(__set__)
      153    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\defined_name.py:144(is_reserved)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\series.py:5492(_cmp_method)
      126    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\copyreg.py:87(__newobj__)
      112    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:561(condition)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\generic.py:5661(astype)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:846(__init__)
       99    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\hyperlink.py:44(__init__)
       40    0.000    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\ntpath.py:450(normpath)
       28    0.000    0.000    0.635    0.023 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\importlib\__init__.py:109(import_module)
       28    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref\measurement\measurement.py:8(__init__)
        9    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\generic.py:10185(_logical_func)
       84    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\series.py:1194(_set_as_cached)
        1    0.000    0.000    0.303    0.303 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\writer\excel.py:3(<module>)
       63    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:126(_maybe_get_scalar)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\range.py:434(take)
      249    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\base.py:43(<genexpr>)
       69    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\protection.py:15(__init__)
       45    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\common.py:143(_expand_user)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
       16    0.000    0.000    0.005    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:629(reindex_indexer)
        8    0.000    0.000    0.000    0.000 {method 'item' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.009    0.009 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:675(connect)
       27    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:261(make_block_same_class)
      270    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:608(__init__)
       37    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(copyto)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\generic.py:1526(__invert__)
      243    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:920(<genexpr>)
       45    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\manifest.py:147(find)
        1    0.000    0.000    0.004    0.004 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\graphic.py:3(<module>)
        4    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\flow_controller\damper\damper.py:5(__init__)
    79/73    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:916(_verify_integrity)
       11    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexers.py:439(check_array_indexer)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:672(PivotField)
      243    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:767(<genexpr>)
        8    0.000    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:1132(_getitem_axis)
       27    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\cell_range.py:426(__init__)
       54    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:77(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_pass_onnx_eliminate_unused_items}
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\base_parser.py:1183(_is_potential_multi_index)
      106    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1127(get_next_sequence_number)
       26    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\protection.py:24(WorkbookProtection)
       96    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        8    0.000    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:3426(get_indexer)
       56    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:3317(get_loc)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\contextlib.py:81(__init__)
    36/29    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_compile.py:461(_get_literal_prefix)
       32    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:929(from_blocks)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset10.py:1(<module>)
      277    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:288(_exclude_implicit_index)
       16    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      126    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\construction.py:642(_sanitize_str_dtypes)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\ops\array_ops.py:229(comparison_op)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_pass_onnx_preprocess_caffe2}
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\xml\etree\ElementTree.py:1273(_close_and_return_root)
      144    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\serialisable.py:184(__ne__)
       45    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\ntpath.py:287(expanduser)
      224    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_parse.py:81(groups)
        9    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\reader\excel.py:176(read_theme)
       38    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\networkx\classes\reportviews.py:569(__getitem__)
      126    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\construction.py:662(_maybe_repeat)
       44    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\colors.py:57(__set__)
       45    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:458(is_interval_dtype)
      162    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:790(_validate_key_length)
       59    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:1663(dtype)
        4    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\flow_moving_device\fan\fan.py:5(__init__)
       10    0.000    0.000    0.010    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\rnn.py:193(reset_parameters)
        1    0.000    0.000    0.123    0.123 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\onnxruntime\capi\onnxruntime_inference_collection.py:295(__init__)
       35    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\inference.py:262(is_dict_like)
        8    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
   100/92    0.000    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\missing.py:61(isna)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\threading.py:75(RLock)
       18    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\excel\_base.py:440(close)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\_bootlocale.py:11(getpreferredencoding)
      148    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:569(<genexpr>)
       11    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:446(<dictcomp>)
       27    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\common.py:98(close)
       32    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\utils\report.py:58(__init__)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\views.py:43(__init__)
       45    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\dtypes.py:1201(is_dtype)
       69    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:496(is_categorical_dtype)
      163    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1549(<lambda>)
       81    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\common.py:297(is_null_slice)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\named_styles.py:263(names)
       22    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_device.py:3(__init__)
        1    0.000    0.000    0.039    0.039 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:989(_load)
       81    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\cell_style.py:56(__hash__)
        1    0.000    0.000    0.007    0.007 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:1491(get_subgraph_dict_no_cycles)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:574(is_dtype_equal)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\record.py:61(RecordList)
       91    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\cast.py:1727(sanitize_to_nanoseconds)
       21    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\lib\function_base.py:244(iterable)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\array_algos\take.py:266(_get_take_nd_function_cached)
       49    0.000    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\parameter.py:31(__new__)
        1    0.000    0.000    0.063    0.063 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:3(<module>)
       29    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\manifest.py:57(__init__)
        1    0.000    0.000    0.021    0.021 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\marker.py:3(<module>)
       60    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\construction.py:780(is_empty_data)
      417    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       64    0.000    0.000    0.010    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\re.py:234(compile)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:1807(__del__)
        9    0.000    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\readers.py:1083(TextParser)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\ctypes\__init__.py:47(create_string_buffer)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
       60    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\_config\config.py:547(_select_options)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:862(TableDefinition)
       72    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\re.py:182(search)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\common.py:125(is_url)
